date,ticker,sector,close,volume
2022-03-01,RELIANCE.NS,Energy,2259.18,3756769
2022-03-02,RELIANCE.NS,Energy,2303.52,3306710
2022-03-03,RELIANCE.NS,Energy,2320.51,8834579
2022-03-04,RELIANCE.NS,Energy,2246.88,3080625
2022-03-07,RELIANCE.NS,Energy,2213.63,2920123
2022-03-09,RELIANCE.NS,Energy,2193.95,4740831
2022-03-10,RELIANCE.NS,Energy,2196.7,2546637
2022-03-11,RELIANCE.NS,Energy,2219.17,5708286
2022-03-14,RELIANCE.NS,Energy,2230.78,3721439
2022-03-15,RELIANCE.NS,Energy,2264.66,4177233
2022-03-16,RELIANCE.NS,Energy,2199.6,4427892
2022-03-17,RELIANCE.NS,Energy,2238.98,3545384
2022-03-18,RELIANCE.NS,Energy,2209.6,5501285
2022-03-21,RELIANCE.NS,Energy,2199.02,5012336
2022-03-22,RELIANCE.NS,Energy,2183.72,4783845
2022-03-23,RELIANCE.NS,Energy,2188.53,2350157
2022-03-24,RELIANCE.NS,Energy,2200.41,3534108
2022-03-25,RELIANCE.NS,Energy,2177.11,3840245
2022-03-28,RELIANCE.NS,Energy,2111.44,7335157
2022-03-29,RELIANCE.NS,Energy,2121.34,2434118
2022-03-30,RELIANCE.NS,Energy,2159.26,3193523
2022-03-31,RELIANCE.NS,Energy,2186.15,5830157
2022-04-01,RELIANCE.NS,Energy,2247.59,2874614
2022-04-04,RELIANCE.NS,Energy,2231.29,3171807
2022-04-05,RELIANCE.NS,Energy,2225.33,7173406
2022-04-06,RELIANCE.NS,Energy,2219.73,4538112
2022-04-07,RELIANCE.NS,Energy,2242.65,5391241
2022-04-08,RELIANCE.NS,Energy,2286.0,5141669
2022-04-11,RELIANCE.NS,Energy,2256.63,4159808
2022-04-12,RELIANCE.NS,Energy,2233.21,4122663
2022-04-13,RELIANCE.NS,Energy,2236.98,5445659
2022-04-15,RELIANCE.NS,Energy,2259.53,2968468
2022-04-18,RELIANCE.NS,Energy,2261.21,7325752
2022-04-19,RELIANCE.NS,Energy,2257.21,3312048
2022-04-20,RELIANCE.NS,Energy,2263.6,5712011
2022-04-21,RELIANCE.NS,Energy,2280.98,4766230
2022-04-22,RELIANCE.NS,Energy,2309.8,3296673
2022-04-25,RELIANCE.NS,Energy,2287.15,4729126
2022-04-26,RELIANCE.NS,Energy,2342.15,4174965
2022-04-27,RELIANCE.NS,Energy,2327.33,2152301
2022-04-28,RELIANCE.NS,Energy,2324.84,3873390
2022-04-29,RELIANCE.NS,Energy,2360.08,2579090
2022-05-02,RELIANCE.NS,Energy,2292.54,4768874
2022-05-03,RELIANCE.NS,Energy,2304.62,3799824
2022-05-04,RELIANCE.NS,Energy,2258.94,5428106
2022-05-05,RELIANCE.NS,Energy,2242.93,3128705
2022-05-06,RELIANCE.NS,Energy,2234.02,2536860
2022-05-09,RELIANCE.NS,Energy,2257.04,2739618
2022-05-10,RELIANCE.NS,Energy,2328.08,8097272
2022-05-11,RELIANCE.NS,Energy,2341.15,11526401
2022-05-12,RELIANCE.NS,Energy,2339.6,8044222
2022-05-13,RELIANCE.NS,Energy,2328.51,2329015
2022-05-16,RELIANCE.NS,Energy,2300.46,2465910
2022-05-17,RELIANCE.NS,Energy,2343.9,2750275
2022-05-18,RELIANCE.NS,Energy,2333.94,5235387
2022-05-19,RELIANCE.NS,Energy,2333.03,8349839
2022-05-20,RELIANCE.NS,Energy,2308.38,5480344
2022-05-23,RELIANCE.NS,Energy,2251.11,4267277
2022-05-24,RELIANCE.NS,Energy,2235.4,2889041
2022-05-25,RELIANCE.NS,Energy,2231.69,3612896
2022-05-26,RELIANCE.NS,Energy,2190.56,4118595
2022-05-27,RELIANCE.NS,Energy,2121.27,5438068
2022-05-30,RELIANCE.NS,Energy,2142.19,3352872
2022-05-31,RELIANCE.NS,Energy,2149.86,4594708
2022-06-01,RELIANCE.NS,Energy,2119.23,4396326
2022-06-02,RELIANCE.NS,Energy,2105.5,4135499
2022-06-03,RELIANCE.NS,Energy,2057.09,3476687
2022-06-06,RELIANCE.NS,Energy,2015.65,4165456
2022-06-07,RELIANCE.NS,Energy,2015.11,3861000
2022-06-08,RELIANCE.NS,Energy,1993.6,3036921
2022-06-09,RELIANCE.NS,Energy,2027.83,5441587
2022-06-10,RELIANCE.NS,Energy,2015.71,6928375
2022-06-13,RELIANCE.NS,Energy,2027.52,4237731
2022-06-14,RELIANCE.NS,Energy,1999.72,3929021
2022-06-15,RELIANCE.NS,Energy,1940.21,5207273
2022-06-16,RELIANCE.NS,Energy,1973.56,4260304
2022-06-17,RELIANCE.NS,Energy,1973.94,5951306
2022-06-20,RELIANCE.NS,Energy,1936.86,4144201
2022-06-21,RELIANCE.NS,Energy,1968.52,4902017
2022-06-22,RELIANCE.NS,Energy,1924.31,7324368
2022-06-23,RELIANCE.NS,Energy,1883.66,6222562
2022-06-24,RELIANCE.NS,Energy,1877.16,3779524
2022-06-27,RELIANCE.NS,Energy,1867.78,5829814
2022-06-28,RELIANCE.NS,Energy,1892.79,2747679
2022-06-29,RELIANCE.NS,Energy,1839.28,3721611
2022-06-30,RELIANCE.NS,Energy,1821.33,5345415
2022-07-01,RELIANCE.NS,Energy,1852.21,6820373
2022-07-04,RELIANCE.NS,Energy,1850.75,3069419
2022-07-05,RELIANCE.NS,Energy,1839.18,3954794
2022-07-06,RELIANCE.NS,Energy,1849.95,3997039
2022-07-07,RELIANCE.NS,Energy,1824.94,3866006
2022-07-08,RELIANCE.NS,Energy,1818.53,2608626
2022-07-11,RELIANCE.NS,Energy,1841.44,4757610
2022-07-12,RELIANCE.NS,Energy,1858.21,2554934
2022-07-13,RELIANCE.NS,Energy,1828.39,5945976
2022-07-14,RELIANCE.NS,Energy,1799.48,6403974
2022-07-15,RELIANCE.NS,Energy,1846.76,3193169
2022-07-18,RELIANCE.NS,Energy,1859.48,2560768
2022-07-19,RELIANCE.NS,Energy,1832.96,3948042
2022-07-20,RELIANCE.NS,Energy,1851.56,3328480
2022-07-21,RELIANCE.NS,Energy,1858.2,3710256
2022-07-22,RELIANCE.NS,Energy,1843.69,4122815
2022-07-25,RELIANCE.NS,Energy,1893.2,2883198
2022-07-26,RELIANCE.NS,Energy,1912.64,7136037
2022-07-27,RELIANCE.NS,Energy,1856.87,3190182
2022-07-28,RELIANCE.NS,Energy,1835.29,5539406
2022-07-29,RELIANCE.NS,Energy,1804.52,2924252
2022-08-01,RELIANCE.NS,Energy,1811.9,4079467
2022-08-02,RELIANCE.NS,Energy,1830.86,4674385
2022-08-03,RELIANCE.NS,Energy,1772.87,4186905
2022-08-04,RELIANCE.NS,Energy,1790.41,3653231
2022-08-05,RELIANCE.NS,Energy,1764.21,3359996
2022-08-08,RELIANCE.NS,Energy,1733.77,3462919
2022-08-09,RELIANCE.NS,Energy,1774.93,3152457
2022-08-10,RELIANCE.NS,Energy,1741.65,4486396
2022-08-11,RELIANCE.NS,Energy,1752.26,7579362
2022-08-12,RELIANCE.NS,Energy,1816.68,4527828
2022-08-16,RELIANCE.NS,Energy,1782.38,4918556
2022-08-17,RELIANCE.NS,Energy,1762.98,5831530
2022-08-18,RELIANCE.NS,Energy,1764.22,3409715
2022-08-19,RELIANCE.NS,Energy,1818.59,2123298
2022-08-22,RELIANCE.NS,Energy,1818.89,3996891
2022-08-23,RELIANCE.NS,Energy,1860.11,5385587
2022-08-24,RELIANCE.NS,Energy,1830.04,8069526
2022-08-25,RELIANCE.NS,Energy,1834.02,2833220
2022-08-26,RELIANCE.NS,Energy,1849.43,5867421
2022-08-29,RELIANCE.NS,Energy,1844.55,4374734
2022-08-30,RELIANCE.NS,Energy,1852.66,3484767
2022-08-31,RELIANCE.NS,Energy,1881.92,2768745
2022-09-01,RELIANCE.NS,Energy,1912.6,3254780
2022-09-02,RELIANCE.NS,Energy,1904.88,4879960
2022-09-05,RELIANCE.NS,Energy,1921.31,6125482
2022-09-06,RELIANCE.NS,Energy,1871.91,1538803
2022-09-07,RELIANCE.NS,Energy,1883.47,4777201
2022-09-08,RELIANCE.NS,Energy,1897.91,3266598
2022-09-09,RELIANCE.NS,Energy,1936.72,3375091
2022-09-12,RELIANCE.NS,Energy,1932.8,4619404
2022-09-13,RELIANCE.NS,Energy,1930.7,7821475
2022-09-14,RELIANCE.NS,Energy,1874.3,3105708
2022-09-15,RELIANCE.NS,Energy,1825.85,3861370
2022-09-16,RELIANCE.NS,Energy,1838.31,2300375
2022-09-19,RELIANCE.NS,Energy,1840.81,4655103
2022-09-20,RELIANCE.NS,Energy,1843.52,3136126
2022-09-21,RELIANCE.NS,Energy,1818.2,6931719
2022-09-22,RELIANCE.NS,Energy,1798.72,4529453
2022-09-23,RELIANCE.NS,Energy,1820.67,3615955
2022-09-26,RELIANCE.NS,Energy,1829.29,3624767
2022-09-27,RELIANCE.NS,Energy,1804.76,4536444
2022-09-28,RELIANCE.NS,Energy,1815.08,5085398
2022-09-29,RELIANCE.NS,Energy,1786.43,2652219
2022-09-30,RELIANCE.NS,Energy,1772.75,3790425
2022-10-03,RELIANCE.NS,Energy,1797.92,3989075
2022-10-04,RELIANCE.NS,Energy,1790.89,4299871
2022-10-05,RELIANCE.NS,Energy,1845.9,6306197
2022-10-06,RELIANCE.NS,Energy,1855.81,2424331
2022-10-07,RELIANCE.NS,Energy,1873.9,5579302
2022-10-10,RELIANCE.NS,Energy,1958.34,4535919
2022-10-11,RELIANCE.NS,Energy,2025.54,3354353
2022-10-12,RELIANCE.NS,Energy,1991.79,5294615
2022-10-13,RELIANCE.NS,Energy,1993.28,3491732
2022-10-14,RELIANCE.NS,Energy,1951.44,2117348
2022-10-17,RELIANCE.NS,Energy,1969.44,1200399
2022-10-18,RELIANCE.NS,Energy,1939.91,2608422
2022-10-19,RELIANCE.NS,Energy,1932.2,3300341
2022-10-20,RELIANCE.NS,Energy,1969.7,4240087
2022-10-21,RELIANCE.NS,Energy,1990.87,4921164
2022-10-25,RELIANCE.NS,Energy,2038.88,3647971
2022-10-26,RELIANCE.NS,Energy,2042.7,2437454
2022-10-27,RELIANCE.NS,Energy,2057.06,3494919
2022-10-28,RELIANCE.NS,Energy,2028.75,3699129
2022-10-31,RELIANCE.NS,Energy,2052.3,7334826
2022-11-01,RELIANCE.NS,Energy,1982.49,4851967
2022-11-02,RELIANCE.NS,Energy,2009.75,2236086
2022-11-03,RELIANCE.NS,Energy,2021.14,3575932
2022-11-04,RELIANCE.NS,Energy,2016.96,5095006
2022-11-07,RELIANCE.NS,Energy,1967.04,4022240
2022-11-08,RELIANCE.NS,Energy,1922.55,2261808
2022-11-09,RELIANCE.NS,Energy,1892.75,5317106
2022-11-10,RELIANCE.NS,Energy,1876.34,4534432
2022-11-11,RELIANCE.NS,Energy,1873.1,3779302
2022-11-14,RELIANCE.NS,Energy,1862.59,3010969
2022-11-15,RELIANCE.NS,Energy,1848.19,5692530
2022-11-16,RELIANCE.NS,Energy,1890.61,2116134
2022-11-17,RELIANCE.NS,Energy,1916.1,2317507
2022-11-18,RELIANCE.NS,Energy,1951.84,3087308
2022-11-21,RELIANCE.NS,Energy,1943.51,4438305
2022-11-22,RELIANCE.NS,Energy,1884.03,2477025
2022-11-23,RELIANCE.NS,Energy,1935.1,3299710
2022-11-24,RELIANCE.NS,Energy,1965.28,3543136
2022-11-25,RELIANCE.NS,Energy,2013.13,4502359
2022-11-28,RELIANCE.NS,Energy,1995.69,3624102
2022-11-29,RELIANCE.NS,Energy,2023.14,3628852
2022-11-30,RELIANCE.NS,Energy,1978.28,3118823
2022-12-01,RELIANCE.NS,Energy,2001.7,5845365
2022-12-02,RELIANCE.NS,Energy,1958.12,5029907
2022-12-05,RELIANCE.NS,Energy,1886.05,4967007
2022-12-06,RELIANCE.NS,Energy,1949.85,3040985
2022-12-07,RELIANCE.NS,Energy,1955.09,3337027
2022-12-08,RELIANCE.NS,Energy,1923.98,4717283
2022-12-09,RELIANCE.NS,Energy,1899.41,3250679
2022-12-12,RELIANCE.NS,Energy,1844.62,2886976
2022-12-13,RELIANCE.NS,Energy,1842.73,4417334
2022-12-14,RELIANCE.NS,Energy,1804.39,2526237
2022-12-15,RELIANCE.NS,Energy,1848.04,3710596
2022-12-16,RELIANCE.NS,Energy,1862.75,5456374
2022-12-19,RELIANCE.NS,Energy,1879.72,4201060
2022-12-20,RELIANCE.NS,Energy,1852.71,2767653
2022-12-21,RELIANCE.NS,Energy,1851.97,4711058
2022-12-22,RELIANCE.NS,Energy,1895.53,3235358
2022-12-23,RELIANCE.NS,Energy,1911.34,5368045
2022-12-26,RELIANCE.NS,Energy,1902.29,4771639
2022-12-27,RELIANCE.NS,Energy,1902.79,3535983
2022-12-28,RELIANCE.NS,Energy,1876.81,3071074
2022-12-29,RELIANCE.NS,Energy,1899.65,2966074
2022-12-30,RELIANCE.NS,Energy,1893.62,9883560
2023-01-02,RELIANCE.NS,Energy,1949.81,1790522
2023-01-03,RELIANCE.NS,Energy,1942.07,2156297
2023-01-04,RELIANCE.NS,Energy,1986.03,5872953
2023-01-05,RELIANCE.NS,Energy,2004.27,5445598
2023-01-06,RELIANCE.NS,Energy,1991.16,4529488
2023-01-09,RELIANCE.NS,Energy,1973.57,1988372
2023-01-10,RELIANCE.NS,Energy,1984.52,4821461
2023-01-11,RELIANCE.NS,Energy,2030.8,2833770
2023-01-12,RELIANCE.NS,Energy,2032.63,3857044
2023-01-13,RELIANCE.NS,Energy,2063.27,4603862
2023-01-16,RELIANCE.NS,Energy,2053.6,4767370
2023-01-17,RELIANCE.NS,Energy,2024.61,3179576
2023-01-18,RELIANCE.NS,Energy,2090.54,6260215
2023-01-19,RELIANCE.NS,Energy,2058.52,5306882
2023-01-20,RELIANCE.NS,Energy,2095.05,2853186
2023-01-23,RELIANCE.NS,Energy,1997.68,3375590
2023-01-24,RELIANCE.NS,Energy,1998.98,3061659
2023-01-25,RELIANCE.NS,Energy,1983.75,3906214
2023-01-27,RELIANCE.NS,Energy,1987.12,4976371
2023-01-30,RELIANCE.NS,Energy,1973.15,2089122
2023-01-31,RELIANCE.NS,Energy,1968.93,1993773
2023-02-01,RELIANCE.NS,Energy,2010.63,2984005
2023-02-02,RELIANCE.NS,Energy,1976.76,6410471
2023-02-03,RELIANCE.NS,Energy,2007.42,4338961
2023-02-06,RELIANCE.NS,Energy,2053.62,6934438
2023-02-07,RELIANCE.NS,Energy,2017.55,3780955
2023-02-08,RELIANCE.NS,Energy,2017.28,2973608
2023-02-09,RELIANCE.NS,Energy,2004.86,2220510
2023-02-10,RELIANCE.NS,Energy,2035.68,2987036
2023-02-13,RELIANCE.NS,Energy,2010.61,3213729
2023-02-14,RELIANCE.NS,Energy,1997.28,1708590
2023-02-15,RELIANCE.NS,Energy,1966.3,2974603
2023-02-16,RELIANCE.NS,Energy,1974.26,2965476
2023-02-17,RELIANCE.NS,Energy,1980.41,4023295
2023-02-20,RELIANCE.NS,Energy,1967.06,3934318
2023-02-21,RELIANCE.NS,Energy,1902.43,4466019
2023-02-22,RELIANCE.NS,Energy,1817.04,2262669
2023-02-23,RELIANCE.NS,Energy,1853.67,2683801
2023-02-24,RELIANCE.NS,Energy,1833.83,5521045
2023-02-27,RELIANCE.NS,Energy,1806.68,3646677
2023-02-28,RELIANCE.NS,Energy,1861.86,5370476
2023-03-01,RELIANCE.NS,Energy,1885.13,3800249
2023-03-02,RELIANCE.NS,Energy,1860.9,4263112
2023-03-03,RELIANCE.NS,Energy,1866.96,4804393
2023-03-06,RELIANCE.NS,Energy,1861.29,3286163
2023-03-07,RELIANCE.NS,Energy,1860.91,3161346
2023-03-09,RELIANCE.NS,Energy,1851.4,3147149
2023-03-10,RELIANCE.NS,Energy,1928.8,3885313
2023-03-13,RELIANCE.NS,Energy,1964.4,4881524
2023-03-14,RELIANCE.NS,Energy,1923.46,3463123
2023-03-15,RELIANCE.NS,Energy,1979.03,5982071
2023-03-16,RELIANCE.NS,Energy,2025.82,7365881
2023-03-17,RELIANCE.NS,Energy,2050.8,2935912
2023-03-20,RELIANCE.NS,Energy,2098.85,6052325
2023-03-21,RELIANCE.NS,Energy,2088.7,3967856
2023-03-22,RELIANCE.NS,Energy,2084.28,4561961
2023-03-23,RELIANCE.NS,Energy,2122.33,3809948
2023-03-24,RELIANCE.NS,Energy,2127.15,6117673
2023-03-27,RELIANCE.NS,Energy,2160.38,4508980
2023-03-28,RELIANCE.NS,Energy,2192.18,3535284
2023-03-29,RELIANCE.NS,Energy,2122.44,3450089
2023-03-30,RELIANCE.NS,Energy,2146.82,2622276
2023-03-31,RELIANCE.NS,Energy,2142.4,3268810
2023-04-03,RELIANCE.NS,Energy,2164.24,6120247
2023-04-04,RELIANCE.NS,Energy,2205.54,5833043
2023-04-05,RELIANCE.NS,Energy,2234.63,3191406
2023-04-06,RELIANCE.NS,Energy,2243.78,2718784
2023-04-07,RELIANCE.NS,Energy,2240.1,5571199
2023-04-10,RELIANCE.NS,Energy,2286.63,4639868
2023-04-11,RELIANCE.NS,Energy,2261.95,1999448
2023-04-12,RELIANCE.NS,Energy,2250.95,10939651
2023-04-13,RELIANCE.NS,Energy,2266.96,4009105
2023-04-17,RELIANCE.NS,Energy,2265.76,7243264
2023-04-18,RELIANCE.NS,Energy,2249.04,4243798
2023-04-19,RELIANCE.NS,Energy,2341.32,2773834
2023-04-20,RELIANCE.NS,Energy,2301.12,4273377
2023-04-21,RELIANCE.NS,Energy,2280.49,2388923
2023-04-24,RELIANCE.NS,Energy,2357.78,3820630
2023-04-25,RELIANCE.NS,Energy,2325.21,2728301
2023-04-26,RELIANCE.NS,Energy,2334.13,3717099
2023-04-27,RELIANCE.NS,Energy,2378.38,4354855
2023-04-28,RELIANCE.NS,Energy,2332.13,4427877
2023-05-02,RELIANCE.NS,Energy,2336.98,2395407
2023-05-03,RELIANCE.NS,Energy,2356.65,3186128
2023-05-04,RELIANCE.NS,Energy,2404.11,2000004
2023-05-05,RELIANCE.NS,Energy,2394.35,4961900
2023-05-08,RELIANCE.NS,Energy,2421.97,4286511
2023-05-09,RELIANCE.NS,Energy,2496.97,2646625
2023-05-10,RELIANCE.NS,Energy,2475.94,6530959
2023-05-11,RELIANCE.NS,Energy,2496.67,4701056
2023-05-12,RELIANCE.NS,Energy,2488.25,3848402
2023-05-15,RELIANCE.NS,Energy,2525.58,3383226
2023-05-16,RELIANCE.NS,Energy,2534.86,3194232
2023-05-17,RELIANCE.NS,Energy,2516.83,3029081
2023-05-18,RELIANCE.NS,Energy,2562.13,6021732
2023-05-19,RELIANCE.NS,Energy,2576.31,4395375
2023-05-22,RELIANCE.NS,Energy,2584.87,2765855
2023-05-23,RELIANCE.NS,Energy,2565.37,6286425
2023-05-24,RELIANCE.NS,Energy,2623.3,3868441
2023-05-25,RELIANCE.NS,Energy,2652.15,2894567
2023-05-26,RELIANCE.NS,Energy,2665.83,7971749
2023-05-29,RELIANCE.NS,Energy,2616.11,2721657
2023-05-30,RELIANCE.NS,Energy,2639.2,2991146
2023-05-31,RELIANCE.NS,Energy,2711.94,3993077
2023-06-01,RELIANCE.NS,Energy,2743.23,4469465
2023-06-02,RELIANCE.NS,Energy,2814.89,3067879
2023-06-05,RELIANCE.NS,Energy,2787.47,1841712
2023-06-06,RELIANCE.NS,Energy,2861.02,4038436
2023-06-07,RELIANCE.NS,Energy,2833.95,2768755
2023-06-08,RELIANCE.NS,Energy,2852.28,3521257
2023-06-09,RELIANCE.NS,Energy,2842.04,3006889
2023-06-12,RELIANCE.NS,Energy,2819.07,2732516
2023-06-13,RELIANCE.NS,Energy,2924.43,3637249
2023-06-14,RELIANCE.NS,Energy,2978.47,3200323
2023-06-15,RELIANCE.NS,Energy,2947.71,2975671
2023-06-16,RELIANCE.NS,Energy,3009.55,5598252
2023-06-19,RELIANCE.NS,Energy,3019.15,2818670
2023-06-20,RELIANCE.NS,Energy,3031.11,3655069
2023-06-21,RELIANCE.NS,Energy,3089.93,3940741
2023-06-22,RELIANCE.NS,Energy,3087.27,2209519
2023-06-23,RELIANCE.NS,Energy,3067.79,2700113
2023-06-26,RELIANCE.NS,Energy,3094.15,3937893
2023-06-27,RELIANCE.NS,Energy,3078.86,3886617
2023-06-28,RELIANCE.NS,Energy,3039.94,3030209
2023-06-29,RELIANCE.NS,Energy,2982.34,3956570
2023-06-30,RELIANCE.NS,Energy,2985.32,4384966
2023-07-03,RELIANCE.NS,Energy,3013.26,4903158
2023-07-04,RELIANCE.NS,Energy,3007.12,5041701
2023-07-05,RELIANCE.NS,Energy,3056.94,6096202
2023-07-06,RELIANCE.NS,Energy,3112.8,4146079
2023-07-07,RELIANCE.NS,Energy,3141.66,2455563
2023-07-10,RELIANCE.NS,Energy,3221.85,3600169
2023-07-11,RELIANCE.NS,Energy,3204.53,2560798
2023-07-12,RELIANCE.NS,Energy,3272.1,5366920
2023-07-13,RELIANCE.NS,Energy,3306.24,6456455
2023-07-14,RELIANCE.NS,Energy,3317.32,3984237
2023-07-17,RELIANCE.NS,Energy,3329.11,5997267
2023-07-18,RELIANCE.NS,Energy,3289.28,5855556
2023-07-19,RELIANCE.NS,Energy,3379.91,4440536
2023-07-20,RELIANCE.NS,Energy,3303.61,4800995
2023-07-21,RELIANCE.NS,Energy,3275.62,5565243
2023-07-24,RELIANCE.NS,Energy,3360.05,2449505
2023-07-25,RELIANCE.NS,Energy,3376.43,4354571
2023-07-26,RELIANCE.NS,Energy,3431.67,4847291
2023-07-27,RELIANCE.NS,Energy,3442.54,2416728
2023-07-28,RELIANCE.NS,Energy,3374.32,7797216
2023-07-31,RELIANCE.NS,Energy,3382.85,5852510
2023-08-01,RELIANCE.NS,Energy,3446.07,5869322
2023-08-02,RELIANCE.NS,Energy,3393.4,4607118
2023-08-03,RELIANCE.NS,Energy,3355.6,2864765
2023-08-04,RELIANCE.NS,Energy,3319.61,2561320
2023-08-07,RELIANCE.NS,Energy,3257.88,3856509
2023-08-08,RELIANCE.NS,Energy,3360.63,5095600
2023-08-09,RELIANCE.NS,Energy,3419.45,4827656
2023-08-10,RELIANCE.NS,Energy,3446.67,7265004
2023-08-11,RELIANCE.NS,Energy,3456.36,3581353
2023-08-14,RELIANCE.NS,Energy,3534.54,3520068
2023-08-16,RELIANCE.NS,Energy,3572.29,4003658
2023-08-17,RELIANCE.NS,Energy,3626.78,2663977
2023-08-18,RELIANCE.NS,Energy,3604.89,6754093
2023-08-21,RELIANCE.NS,Energy,3541.19,3658205
2023-08-22,RELIANCE.NS,Energy,3433.94,4362838
2023-08-23,RELIANCE.NS,Energy,3465.53,5309509
2023-08-24,RELIANCE.NS,Energy,3496.54,3068127
2023-08-25,RELIANCE.NS,Energy,3370.8,4399865
2023-08-28,RELIANCE.NS,Energy,3459.14,3982081
2023-08-29,RELIANCE.NS,Energy,3450.51,5617432
2023-08-30,RELIANCE.NS,Energy,3409.39,4004564
2023-08-31,RELIANCE.NS,Energy,3418.4,1468994
2023-09-01,RELIANCE.NS,Energy,3428.56,2878969
2023-09-04,RELIANCE.NS,Energy,3425.76,2362163
2023-09-05,RELIANCE.NS,Energy,3410.01,7838192
2023-09-06,RELIANCE.NS,Energy,3385.79,6550830
2023-09-07,RELIANCE.NS,Energy,3431.57,1881097
2023-09-08,RELIANCE.NS,Energy,3375.16,2803307
2023-09-11,RELIANCE.NS,Energy,3238.2,2459019
2023-09-12,RELIANCE.NS,Energy,3256.52,4307009
2023-09-13,RELIANCE.NS,Energy,3265.63,2857437
2023-09-14,RELIANCE.NS,Energy,3308.03,3638494
2023-09-15,RELIANCE.NS,Energy,3303.82,2465690
2023-09-18,RELIANCE.NS,Energy,3291.79,4641791
2023-09-19,RELIANCE.NS,Energy,3242.77,2218308
2023-09-20,RELIANCE.NS,Energy,3184.15,9588546
2023-09-21,RELIANCE.NS,Energy,3183.79,6759908
2023-09-22,RELIANCE.NS,Energy,3267.08,9516965
2023-09-25,RELIANCE.NS,Energy,3305.03,4936841
2023-09-26,RELIANCE.NS,Energy,3301.41,6885629
2023-09-27,RELIANCE.NS,Energy,3371.69,5457356
2023-09-28,RELIANCE.NS,Energy,3372.04,2809261
2023-09-29,RELIANCE.NS,Energy,3386.02,3505028
2023-10-03,RELIANCE.NS,Energy,3447.43,4631617
2023-10-04,RELIANCE.NS,Energy,3482.72,5976090
2023-10-05,RELIANCE.NS,Energy,3401.76,3983582
2023-10-06,RELIANCE.NS,Energy,3409.58,4848158
2023-10-09,RELIANCE.NS,Energy,3412.31,3553950
2023-10-10,RELIANCE.NS,Energy,3451.77,3456129
2023-10-11,RELIANCE.NS,Energy,3476.32,2385599
2023-10-12,RELIANCE.NS,Energy,3429.29,4661950
2023-10-13,RELIANCE.NS,Energy,3458.97,3360974
2023-10-16,RELIANCE.NS,Energy,3458.37,2546650
2023-10-17,RELIANCE.NS,Energy,3423.1,3244520
2023-10-18,RELIANCE.NS,Energy,3378.36,4412055
2023-10-19,RELIANCE.NS,Energy,3295.75,5044628
2023-10-20,RELIANCE.NS,Energy,3393.48,3743157
2023-10-23,RELIANCE.NS,Energy,3321.85,5802876
2023-10-24,RELIANCE.NS,Energy,3354.01,6726650
2023-10-25,RELIANCE.NS,Energy,3364.76,3611513
2023-10-26,RELIANCE.NS,Energy,3400.62,5614189
2023-10-27,RELIANCE.NS,Energy,3389.73,3161042
2023-10-30,RELIANCE.NS,Energy,3438.9,2532899
