date,open,high,low,close,volume
2021-03-18,15034.4,15038.36,14890.38,14904.67,
2021-03-19,14900.98,14910.13,14814.11,14872.19,
2021-03-22,14894.26,14946.94,14807.61,14820.79,
2021-03-23,14765.12,14804.87,14726.81,14748.43,
2021-03-24,14716.73,14765.72,14654.63,14721.87,
2021-03-25,14747.68,14926.92,14733.36,14918.13,
2021-03-26,14926.19,14963.23,14761.76,14816.69,
2021-03-29,14828.9,15006.83,14795.28,14947.15,
2021-03-30,15002.74,15077.82,14740.28,14742.76,
2021-03-31,14756.58,14793.05,14665.45,14708.74,
2021-04-01,14728.09,14763.66,14709.82,14737.0,
2021-04-02,14816.9,14836.0,14805.25,14818.56,
2021-04-05,14812.22,14999.5,14779.97,14916.41,
2021-04-06,14892.61,15056.0,14838.3,15025.39,
2021-04-07,15038.25,15038.59,14925.39,14988.95,
2021-04-08,15002.11,15043.98,14833.32,14938.17,
2021-04-09,14922.43,15090.41,14875.14,15055.58,
2021-04-12,15024.49,15113.96,14996.21,15039.18,
2021-04-13,15108.66,15139.69,14813.58,14884.96,
2021-04-15,14894.69,14925.21,14689.63,14750.17,
2021-04-16,14728.57,14796.5,14564.52,14643.19,
2021-04-19,14670.01,14722.41,14642.0,14713.08,
2021-04-20,14709.87,14763.22,14695.7,14738.81,
2021-04-21,14731.36,14840.42,14702.97,14833.52,
2021-04-22,14850.2,14910.48,14758.28,14787.67,
2021-04-23,14749.46,14880.72,14682.1,14815.55,
2021-04-26,14826.0,14939.05,14815.72,14902.53,
2021-04-27,14959.55,14961.45,14799.17,14871.37,
2021-04-28,14885.24,14941.27,14776.0,14937.23,
2021-04-29,14925.99,14970.15,14790.27,14861.38,
2021-04-30,14846.31,14848.79,14776.94,14823.54,
2021-05-03,14811.37,14811.61,14737.29,14783.44,
2021-05-04,14775.93,14826.47,14576.04,14641.78,
2021-05-05,14630.72,14763.69,14571.35,14710.4,
2021-05-06,14737.36,14751.92,14553.14,14659.68,
2021-05-07,14608.86,14678.52,14588.01,14669.1,
2021-05-10,14694.39,14766.43,14636.18,14737.06,
2021-05-11,14725.87,14827.02,14627.05,14801.04,
2021-05-12,14812.2,14919.27,14801.35,14892.97,
2021-05-13,14859.4,14892.42,14845.3,14888.49,
2021-05-14,14928.05,14971.46,14813.97,14842.97,
2021-05-17,14879.95,14922.66,14831.01,14840.87,
2021-05-18,14869.35,14933.9,14620.03,14637.38,
2021-05-19,14593.04,14599.89,14452.17,14466.19,
2021-05-20,14490.18,14561.49,14298.56,14312.13,
2021-05-21,14323.72,14345.79,14152.0,14198.93,
2021-05-24,14153.34,14267.36,14125.07,14254.91,
2021-05-25,14254.22,14356.54,14152.67,14153.2,
2021-05-26,14163.52,14208.45,14077.72,14115.34,
2021-05-27,14131.04,14361.04,14097.55,14279.74,
2021-05-28,14284.8,14339.94,14183.44,14244.2,
2021-05-31,14252.5,14377.03,14191.18,14341.46,
2021-06-01,14383.73,14384.62,14203.46,14235.73,
2021-06-02,14270.64,14295.72,14173.46,14218.52,
2021-06-03,14136.99,14148.36,14079.76,14111.73,
2021-06-04,14102.77,14142.99,14063.82,14078.66,
2021-06-07,14074.02,14194.85,14027.61,14187.19,
2021-06-08,14137.48,14156.56,13971.27,13987.91,
2021-06-09,13990.54,14089.67,13981.78,14047.18,
2021-06-10,14082.26,14112.72,14031.58,14083.14,
2021-06-11,14052.54,14067.18,13999.95,14019.71,
2021-06-14,14029.14,14089.28,13853.04,13855.87,
2021-06-15,13830.49,13889.4,13769.06,13871.81,
2021-06-16,13853.17,13858.11,13812.15,13816.92,
2021-06-17,13857.75,13874.36,13839.05,13851.7,
2021-06-18,13836.67,13872.99,13801.89,13861.7,
2021-06-21,13874.51,14060.09,13845.25,14059.25,
2021-06-22,14006.63,14065.82,13954.65,14038.2,
2021-06-23,14090.49,14119.7,13921.96,13924.07,
2021-06-24,13940.85,14012.89,13886.15,13952.78,
2021-06-25,13947.69,14005.88,13865.26,13986.39,
2021-06-28,14002.49,14177.11,14000.16,14156.5,
2021-06-29,14116.58,14275.25,14114.88,14265.0,
2021-06-30,14298.74,14331.71,14267.55,14316.01,
2021-07-01,14306.73,14571.08,14204.41,14502.95,
2021-07-02,14497.03,14519.15,14362.0,14364.85,
2021-07-05,14350.72,14427.07,14277.12,14294.61,
2021-07-06,14278.01,14297.46,14188.96,14190.07,
2021-07-07,14209.78,14262.34,14065.7,14150.72,
2021-07-08,14157.96,14167.37,13961.69,13993.59,
2021-07-09,14011.83,14118.94,13970.5,14076.89,
2021-07-12,14076.64,14105.78,14031.34,14057.86,
2021-07-13,14072.29,14135.0,13856.11,13890.65,
2021-07-14,13879.01,13884.89,13724.51,13778.64,
2021-07-15,13840.09,13913.02,13767.24,13822.82,
2021-07-16,13779.47,13939.13,13758.1,13929.11,
2021-07-19,13964.24,14229.85,13945.17,14175.13,
2021-07-20,14213.91,14621.69,14203.7,14538.4,
2021-07-21,14513.62,14653.55,14478.61,14597.52,
2021-07-22,14662.6,14708.0,14439.8,14483.02,
2021-07-23,14511.86,14514.62,14185.95,14230.54,
2021-07-26,14258.18,14286.27,14231.74,14270.61,
2021-07-27,14271.41,14331.31,14135.92,14179.94,
2021-07-28,14173.78,14214.36,14071.22,14137.54,
2021-07-29,14131.62,14152.62,14062.46,14071.72,
2021-07-30,14082.71,14088.86,14052.53,14062.43,
2021-08-02,14101.84,14214.78,14029.89,14198.03,
2021-08-03,14203.18,14261.4,14174.7,14224.62,
2021-08-04,14198.69,14249.63,14186.08,14213.08,
2021-08-05,14236.52,14284.01,14082.84,14096.06,
2021-08-06,14122.03,14157.42,13893.69,13904.28,
2021-08-09,13922.49,13972.03,13823.41,13854.35,
2021-08-10,13875.01,13883.79,13823.22,13855.44,
2021-08-11,13847.93,14080.21,13834.33,14072.77,
2021-08-12,14046.62,14112.85,14035.85,14095.92,
2021-08-13,14071.44,14343.87,14056.35,14221.78,
2021-08-16,14175.26,14188.11,14111.0,14169.14,
2021-08-17,14175.85,14180.67,14000.74,14034.67,
2021-08-18,14032.33,14034.46,13901.48,13927.47,
2021-08-19,13915.21,13944.7,13802.61,13849.31,
2021-08-20,13767.44,14112.87,13749.27,14109.71,
2021-08-23,14074.51,14122.65,13968.73,14019.06,
2021-08-24,14050.49,14132.89,14012.21,14126.9,
2021-08-25,14108.12,14110.98,14014.48,14026.41,
2021-08-26,14036.53,14150.38,13992.98,14145.5,
2021-08-27,14106.16,14206.37,14093.26,14199.47,
2021-08-30,14240.33,14284.73,14158.8,14188.18,
2021-08-31,14184.09,14237.12,14158.48,14190.88,
2021-09-01,14199.11,14206.59,14090.93,14119.68,
2021-09-02,14185.36,14240.25,14137.88,14180.92,
2021-09-03,14223.93,14297.95,14123.34,14133.76,
2021-09-06,14125.09,14132.7,13967.51,13994.78,
2021-09-07,13978.18,14002.73,13798.93,13851.01,
2021-09-08,13841.99,13894.22,13831.48,13878.78,
2021-09-09,13892.93,14112.07,13855.62,14073.87,
2021-09-10,14070.91,14107.75,14059.37,14100.58,
2021-09-13,14089.43,14171.77,13994.8,14093.92,
2021-09-14,14135.28,14189.4,14074.65,14135.78,
2021-09-15,14132.55,14351.42,14119.51,14301.24,
2021-09-16,14367.01,14423.12,14321.94,14335.62,
2021-09-17,14338.22,14412.52,14273.15,14293.29,
2021-09-20,14344.33,14456.09,14308.27,14436.07,
2021-09-21,14446.39,14497.67,14395.84,14496.55,
2021-09-22,14524.47,14712.66,14508.71,14694.9,
2021-09-23,14673.6,14767.42,14662.31,14725.7,
2021-09-24,14700.56,14710.93,14550.99,14581.04,
2021-09-27,14594.45,14702.08,14345.66,14420.19,
2021-09-28,14448.7,14692.92,14441.29,14631.81,
2021-09-29,14632.99,14893.74,14628.03,14855.73,
2021-09-30,14817.51,14869.86,14750.44,14841.03,
2021-10-01,14800.65,14837.62,14757.69,14800.7,
2021-10-04,14758.45,15073.64,14744.24,14993.74,
2021-10-05,14940.73,14986.43,14861.05,14861.28,
2021-10-06,14864.53,14916.26,14747.95,14756.6,
2021-10-07,14789.8,14892.06,14773.75,14845.47,
2021-10-08,14845.07,14866.0,14743.44,14803.69,
2021-10-11,14736.77,14818.4,14668.58,14810.99,
2021-10-12,14805.34,14838.64,14758.96,14798.36,
2021-10-13,14793.54,14866.28,14750.72,14848.84,
2021-10-14,14911.09,15053.37,14882.29,15035.61,
2021-10-15,14991.79,15128.39,14963.24,15055.26,
2021-10-18,15043.5,15151.18,15035.88,15146.01,
2021-10-19,15197.68,15246.88,14883.57,14892.34,
2021-10-20,14905.74,14959.29,14839.45,14894.15,
2021-10-21,14910.93,14939.5,14775.22,14795.71,
2021-10-22,14799.1,14813.82,14625.26,14651.07,
2021-10-25,14660.74,14693.73,14523.95,14549.92,
2021-10-26,14572.55,14610.67,14484.89,14516.44,
2021-10-27,14492.94,14668.24,14485.91,14637.74,
2021-10-28,14663.45,14734.58,14385.86,14481.39,
2021-10-29,14441.62,14516.13,14440.86,14492.93,
2021-11-01,14502.45,14541.13,14411.12,14441.15,
2021-11-02,14446.31,14469.8,14401.2,14408.71,
2021-11-03,14390.95,14570.11,14386.97,14539.84,
2021-11-05,14539.18,14694.18,14532.59,14614.33,
2021-11-08,14596.13,14867.1,14594.76,14789.34,
2021-11-09,14757.64,14814.46,14693.73,14777.85,
2021-11-10,14767.4,14801.51,14656.11,14698.56,
2021-11-11,14666.11,14721.1,14659.54,14678.49,
2021-11-12,14687.97,14742.12,14680.69,14716.66,
2021-11-15,14682.81,14757.48,14657.87,14746.67,
2021-11-16,14767.67,14774.93,14611.45,14619.21,
2021-11-17,14584.67,14657.08,14582.0,14638.3,
2021-11-18,14621.72,14790.58,14582.71,14674.59,
2021-11-19,14656.26,15025.05,14651.9,15000.03,
2021-11-22,15039.78,15270.64,15021.77,15249.42,
2021-11-23,15259.49,15280.8,15122.73,15147.34,
2021-11-24,15140.93,15186.85,15092.54,15118.49,
2021-11-25,15133.57,15201.88,14922.76,14939.6,
2021-11-26,14876.64,14906.14,14834.12,14872.75,
2021-11-29,14871.47,14943.13,14839.64,14920.7,
2021-11-30,14980.31,15130.73,14953.85,15082.5,
2021-12-01,15086.49,15103.9,14992.93,14997.36,
2021-12-02,14999.4,15003.65,14911.23,14922.2,
2021-12-03,14938.56,14939.04,14613.4,14660.17,
2021-12-06,14686.43,14688.92,14619.11,14647.76,
2021-12-07,14589.24,14614.48,14496.49,14523.87,
2021-12-08,14475.0,14494.52,14458.54,14466.41,
2021-12-09,14472.49,14536.73,14348.78,14366.68,
2021-12-10,14346.14,14367.56,14310.67,14362.88,
2021-12-13,14400.57,14434.52,14154.29,14157.47,
2021-12-14,14148.55,14170.46,13985.58,13989.52,
2021-12-15,13935.39,14299.7,13842.78,14252.65,
2021-12-16,14216.5,14245.31,14095.81,14105.1,
2021-12-17,14027.53,14051.11,13975.1,13981.7,
2021-12-20,13975.15,14220.32,13968.43,14209.34,
2021-12-21,14203.99,14597.46,14143.66,14572.39,
2021-12-22,14560.02,14588.13,14383.08,14435.73,
2021-12-23,14466.88,14478.15,14362.71,14398.33,
2021-12-24,14432.84,14489.98,14319.74,14447.94,
2021-12-27,14443.02,14708.15,14422.18,14669.67,
2021-12-28,14607.04,14650.07,14537.65,14554.93,
2021-12-29,14572.9,14610.3,14510.18,14532.41,
2021-12-30,14548.55,14641.36,14500.2,14636.59,
2021-12-31,14645.65,14774.78,14607.84,14698.66,
2022-01-03,14727.51,14812.14,14656.17,14659.59,194099304.0
2022-01-04,14625.44,14663.01,14609.18,14650.78,174912851.0
2022-01-05,14709.64,14770.36,14443.72,14488.32,189998671.0
2022-01-06,14460.52,14494.31,14459.66,14466.78,171405731.0
2022-01-07,14488.46,14504.3,14406.35,14441.8,205002942.0
2022-01-10,14393.06,14496.35,14318.95,14478.09,338019999.0
2022-01-11,14451.15,14474.29,14398.54,14417.63,180150236.0
2022-01-12,14461.35,14483.61,14428.61,14483.3,214041201.0
2022-01-13,14475.74,14639.82,14376.88,14616.35,344818585.0
2022-01-14,14640.9,14707.77,14638.19,14643.52,169099124.0
2022-01-17,14650.46,14729.62,14616.82,14695.24,327863885.0
2022-01-18,14692.16,14742.99,14639.93,14709.77,197547662.0
2022-01-19,14749.89,14787.2,14693.3,14717.67,324868467.0
2022-01-20,14710.7,14778.7,14558.04,14635.52,243360956.0
2022-01-21,14583.4,14695.98,14559.32,14682.81,214965980.0
2022-01-24,14659.22,14708.32,14623.26,14678.55,193661705.0
2022-01-25,14694.73,14996.31,14675.5,14950.06,165630240.0
2022-01-27,14961.89,15159.88,14952.03,15159.46,201484222.0
2022-01-28,15111.95,15222.72,15086.34,15217.41,253598079.0
2022-01-31,15195.36,15279.34,15119.38,15127.14,196530619.0
2022-02-01,15109.54,15196.77,14957.82,14992.82,180518823.0
2022-02-02,14981.86,15229.17,14898.69,15153.51,183877602.0
2022-02-03,15111.81,15309.22,15095.87,15195.53,260442704.0
2022-02-04,15176.43,15307.78,15141.11,15265.86,277975963.0
2022-02-07,15243.61,15288.46,14940.03,15049.22,163643011.0
2022-02-08,15072.44,15220.65,15014.72,15176.46,163577165.0
2022-02-09,15201.02,15288.89,15134.04,15243.36,219359061.0
2022-02-10,15238.91,15261.46,15106.91,15108.26,302535437.0
2022-02-11,15096.41,15101.28,15030.66,15055.9,271881613.0
2022-02-14,15060.11,15122.89,15034.88,15097.78,138930085.0
2022-02-15,15073.12,15123.07,15044.05,15112.61,183194452.0
2022-02-16,15077.95,15137.34,15053.2,15083.21,152006068.0
2022-02-17,15054.85,15081.44,15018.33,15078.03,183018261.0
2022-02-18,15058.89,15066.47,15026.35,15053.84,309118358.0
2022-02-21,15018.81,15131.05,14968.03,15081.46,132444178.0
2022-02-22,15086.35,15306.06,15042.24,15279.46,125362201.0
2022-02-23,15301.76,15335.35,14926.05,14957.75,156412113.0
2022-02-24,14910.27,14965.45,14877.46,14935.67,213777640.0
2022-02-25,14936.42,15013.04,14907.49,14966.11,234698284.0
2022-02-28,14959.53,15037.43,14926.65,15011.86,222956125.0
2022-03-01,15022.11,15050.09,14927.59,14972.51,274151632.0
2022-03-02,14972.12,15007.43,14742.72,14758.51,120400715.0
2022-03-03,14715.6,14851.01,14682.63,14807.65,275124486.0
2022-03-04,14770.26,15041.72,14766.35,15034.72,180747811.0
2022-03-07,15035.6,15100.14,14802.94,14847.93,242089586.0
2022-03-09,14878.48,15026.81,14864.9,14965.37,136173570.0
2022-03-10,14899.1,14942.55,14889.54,14931.65,197527401.0
2022-03-11,14941.97,14978.81,14888.09,14931.87,210744238.0
2022-03-14,14967.4,15038.14,14761.59,14806.77,272625683.0
2022-03-15,14802.24,14804.95,14738.68,14772.65,126547552.0
2022-03-16,14788.91,14950.47,14773.39,14944.81,198959275.0
2022-03-17,14923.8,15042.37,14920.61,15027.06,145565122.0
2022-03-18,15023.47,15298.87,14976.02,15258.14,227244909.0
2022-03-21,15208.68,15487.82,15180.89,15419.88,245208795.0
2022-03-22,15347.58,15515.24,15283.91,15485.84,282844452.0
2022-03-23,15515.04,15762.49,15505.65,15725.53,169810174.0
2022-03-24,15694.55,15937.74,15647.04,15792.78,255727610.0
2022-03-25,15778.39,15964.7,15763.94,15912.85,288744405.0
2022-03-28,15868.73,15941.21,15861.77,15881.3,124509284.0
2022-03-29,15836.52,15923.14,15672.42,15898.81,234146273.0
2022-03-30,15893.28,15966.2,15799.78,15813.31,257977557.0
2022-03-31,15790.24,15958.53,15772.21,15955.44,183469062.0
2022-04-01,15967.5,15994.91,15737.57,15804.9,140537286.0
2022-04-04,15819.2,16006.93,15731.83,15918.89,256856369.0
2022-04-05,15929.11,15961.49,15897.14,15901.64,140981259.0
2022-04-06,15909.23,16121.11,15814.04,16069.35,187644842.0
2022-04-07,16120.06,16272.9,16114.44,16180.91,195049760.0
2022-04-08,16146.36,16447.85,16062.4,16442.08,241010402.0
2022-04-11,16440.27,16664.78,16420.74,16553.4,165510163.0
2022-04-12,16590.9,16656.71,16271.13,16342.44,162846169.0
2022-04-13,16383.77,16410.17,16323.46,16341.9,202793004.0
2022-04-15,16295.43,16336.07,16147.85,16188.59,261459337.0
2022-04-18,16178.48,16197.72,16092.92,16126.07,374269244.0
2022-04-19,16169.87,16358.29,16142.72,16343.31,129333547.0
2022-04-20,16359.92,16485.01,16342.19,16440.93,215462139.0
2022-04-21,16447.35,16484.47,16286.66,16352.31,145512156.0
2022-04-22,16345.19,16401.13,16169.5,16220.71,262370227.0
2022-04-25,16208.26,16234.02,16186.09,16233.93,151668462.0
2022-04-26,16243.29,16258.08,16011.32,16075.54,163299827.0
2022-04-27,16067.43,16092.09,15928.96,15992.67,167250652.0
2022-04-28,15991.31,16050.55,15965.73,16043.73,193089485.0
2022-04-29,16046.25,16230.07,15981.48,16210.75,215936583.0
2022-05-02,16188.77,16319.85,16177.82,16303.59,225862370.0
2022-05-03,16320.94,16360.97,15983.11,15997.71,196935158.0
2022-05-04,16090.95,16111.3,15992.98,16047.75,135927268.0
2022-05-05,15990.72,16070.72,15941.58,16066.19,241838358.0
2022-05-06,16076.6,16163.55,16072.06,16131.46,194350069.0
2022-05-09,16106.93,16395.88,16082.59,16363.37,273082837.0
2022-05-10,16382.27,16441.76,16036.29,16087.52,161793783.0
2022-05-11,16089.02,16136.27,15986.31,16015.48,125945908.0
2022-05-12,16039.88,16108.55,16036.34,16104.75,195383083.0
2022-05-13,16142.61,16184.39,15862.63,15898.22,283540847.0
2022-05-16,15904.34,16146.63,15853.24,16107.56,206345766.0
2022-05-17,16144.03,16193.92,16119.29,16166.74,186528100.0
2022-05-18,16090.94,16360.97,16071.15,16292.22,154592446.0
2022-05-19,16344.04,16394.11,16205.66,16222.04,322680946.0
2022-05-20,16234.21,16369.73,16131.94,16343.4,147850365.0
2022-05-23,16378.63,16521.59,16340.03,16501.35,160995924.0
2022-05-24,16461.09,16544.95,16401.61,16542.91,231388708.0
2022-05-25,16515.42,16641.65,16511.5,16584.8,117308081.0
2022-05-26,16589.64,16632.86,16519.12,16631.86,281849947.0
2022-05-27,16631.29,16691.12,16402.36,16519.11,234924342.0
2022-05-30,16528.46,16555.43,16505.83,16507.26,253730870.0
2022-05-31,16543.06,16567.13,16475.69,16494.71,230617894.0
2022-06-01,16436.48,16651.21,16416.78,16557.43,188552193.0
2022-06-02,16589.68,16707.76,16571.39,16707.7,146468121.0
2022-06-03,16707.98,16820.01,16530.76,16566.92,189666699.0
2022-06-06,16560.17,16577.92,16452.81,16558.2,150118243.0
2022-06-07,16509.48,16874.89,16459.79,16777.02,226017612.0
2022-06-08,16793.9,16873.3,16639.13,16680.26,247246989.0
2022-06-09,16599.72,16690.9,16544.31,16572.96,298269028.0
2022-06-10,16594.45,16661.21,16544.5,16610.39,218893296.0
2022-06-13,16560.82,16784.82,16497.35,16739.01,255537850.0
2022-06-14,16740.8,16785.89,16698.46,16749.61,181506037.0
2022-06-15,16745.62,16960.38,16731.39,16948.98,172530122.0
2022-06-16,16988.62,17147.25,16905.07,17082.02,225228979.0
2022-06-17,17075.92,17247.19,16971.37,17213.91,177022534.0
2022-06-20,17190.01,17339.56,17173.6,17304.45,212695478.0
2022-06-21,17286.92,17707.3,17244.96,17659.7,146548382.0
2022-06-22,17704.66,17747.19,17533.12,17638.38,154104923.0
2022-06-23,17657.3,17671.96,17321.71,17349.85,235663289.0
2022-06-24,17336.47,17668.77,17226.21,17597.48,252841462.0
2022-06-27,17589.16,17605.6,17465.44,17538.55,149680902.0
2022-06-28,17483.58,17603.37,17470.08,17564.06,237997804.0
2022-06-29,17577.71,17816.54,17577.24,17770.18,169919271.0
2022-06-30,17707.64,17770.23,17492.5,17539.21,198167154.0
2022-07-01,17565.58,17621.25,17304.45,17362.9,293311117.0
2022-07-04,17367.37,17406.72,17119.71,17137.37,247295967.0
2022-07-05,17219.18,17360.7,17029.45,17031.2,246493000.0
2022-07-06,16993.73,17194.81,16978.4,17104.14,336618668.0
2022-07-07,17100.63,17263.04,17072.22,17189.73,161968719.0
2022-07-08,17251.55,17272.32,17232.5,17239.38,149671732.0
2022-07-11,17280.46,17319.38,17036.6,17042.74,161143489.0
2022-07-12,17019.01,17102.88,16651.1,16720.31,183686251.0
2022-07-13,16727.8,16800.53,16667.1,16737.01,102024733.0
2022-07-14,16737.08,16738.31,16655.08,16678.97,186123333.0
2022-07-15,16688.38,16767.95,16602.31,16753.2,169357122.0
2022-07-18,16729.79,16869.18,16710.39,16862.5,245658454.0
2022-07-19,16859.49,16902.89,16777.4,16891.38,217710645.0
2022-07-20,16837.39,17091.64,16809.99,17009.99,166716436.0
2022-07-21,17014.59,17073.91,16847.62,17052.3,232683341.0
2022-07-22,17067.65,17175.82,17006.59,17138.49,241532272.0
2022-07-25,17130.69,17190.78,17010.03,17045.28,159062406.0
2022-07-26,16990.22,17088.15,16968.87,17028.4,171819180.0
2022-07-27,17062.07,17104.7,17041.74,17066.05,105782780.0
2022-07-28,17078.49,17209.91,16978.57,17194.71,145344189.0
2022-07-29,17169.74,17299.34,17112.07,17146.45,160228026.0
2022-08-01,17136.83,17341.83,17090.31,17231.81,201392546.0
2022-08-02,17180.09,17254.68,17120.18,17202.14,151378343.0
2022-08-03,17166.86,17221.58,17130.57,17194.18,170839220.0
2022-08-04,17175.69,17331.03,17126.17,17325.12,139965624.0
2022-08-05,17367.69,17377.3,16971.25,17043.23,206934296.0
2022-08-08,17021.43,17121.05,16803.28,16865.48,222224810.0
2022-08-09,16887.08,16951.37,16633.29,16663.26,220776690.0
2022-08-10,16645.32,16646.69,16334.73,16344.75,197937348.0
2022-08-11,16352.86,16367.8,16248.48,16259.51,128122777.0
2022-08-12,16254.91,16408.35,16251.07,16372.19,165819925.0
2022-08-16,16400.78,16402.17,16309.94,16341.35,175992886.0
2022-08-17,16323.87,16456.23,16322.35,16377.62,176190668.0
2022-08-18,16326.11,16608.77,16284.55,16538.82,201438511.0
2022-08-19,16493.11,16769.72,16441.23,16735.5,294018010.0
2022-08-22,16717.7,16836.61,16679.98,16734.63,247615312.0
2022-08-23,16692.82,16939.01,16681.7,16937.36,149602901.0
2022-08-24,16951.26,17012.03,16949.89,16959.72,238517396.0
2022-08-25,16943.92,16946.63,16837.58,16848.46,235986383.0
2022-08-26,16928.48,16930.04,16747.34,16772.54,157400033.0
2022-08-29,16714.25,16743.53,16540.48,16571.67,250177808.0
2022-08-30,16578.42,16584.34,16383.5,16455.86,188591628.0
2022-08-31,16418.74,16434.4,16401.48,16414.66,132914021.0
2022-09-01,16398.46,16574.93,16377.14,16536.02,224067244.0
2022-09-02,16540.7,16794.97,16516.76,16788.67,209607923.0
2022-09-05,16710.59,16741.18,16510.01,16601.48,185071031.0
2022-09-06,16609.34,16780.91,16569.95,16665.93,195195686.0
2022-09-07,16729.36,16733.86,16479.39,16528.04,161280568.0
2022-09-08,16513.05,16680.73,16426.98,16603.76,234001139.0
2022-09-09,16612.39,16622.14,16538.53,16594.17,194868167.0
2022-09-12,16628.19,16641.12,16272.57,16346.68,206664172.0
2022-09-13,16341.32,16550.36,16323.21,16485.01,217998717.0
2022-09-14,16465.86,16487.94,16394.87,16409.24,142765792.0
2022-09-15,16334.55,16354.03,16279.71,16343.71,153559819.0
2022-09-16,16364.66,16442.52,16181.76,16204.45,106240457.0
2022-09-19,16200.78,16211.57,16081.25,16123.22,231046103.0
2022-09-20,16090.56,16257.86,16058.16,16190.65,140480773.0
2022-09-21,16194.75,16225.88,16150.13,16173.3,204712992.0
2022-09-22,16154.42,16306.46,16115.68,16227.24,218845531.0
2022-09-23,16210.09,16288.85,16193.43,16285.97,233492098.0
2022-09-26,16305.72,16596.81,16249.08,16478.65,140803416.0
2022-09-27,16434.54,16463.46,16425.46,16439.52,193687142.0
2022-09-28,16473.95,16511.83,16181.19,16243.14,314872551.0
2022-09-29,16197.73,16459.48,16145.12,16399.95,318778834.0
2022-09-30,16378.21,16492.74,16343.21,16362.58,260067160.0
2022-10-03,16425.51,16567.82,16334.64,16527.19,216802656.0
2022-10-04,16564.45,16606.66,16544.88,16590.03,148867947.0
2022-10-05,16593.27,16655.45,16561.19,16580.43,241218580.0
2022-10-06,16549.24,16672.91,16511.2,16638.58,188716048.0
2022-10-07,16620.97,17025.72,16609.03,16925.88,230773649.0
2022-10-10,16928.36,17316.62,16909.15,17236.58,165222537.0
2022-10-11,17237.87,17269.74,17188.3,17256.0,187929740.0
2022-10-12,17252.86,17312.77,17179.96,17288.78,206531037.0
2022-10-13,17287.71,17560.38,17156.02,17457.02,211335582.0
2022-10-14,17449.54,17505.05,17299.77,17341.28,226497023.0
2022-10-17,17291.27,17413.88,17267.21,17399.77,167723173.0
2022-10-18,17381.8,17443.9,17360.4,17405.28,135418474.0
2022-10-19,17437.12,17584.75,17348.59,17461.14,310886922.0
2022-10-20,17413.35,17431.8,17310.02,17347.18,396026294.0
